Title,Link,Year,Abstract
virtual conversational agent teen autism spectrum disorder experimental result design lesson,https://dl.acm.org/doi/abs/10.1145/3383652.3423900,2020,conversational skill conversational skill knowledge bullying control participant mower et al developed rachel embodied conversational agent
toward multilingual conversational agent challenge expectation codemixing multilingual user,https://dl.acm.org/doi/abs/10.1145/3544548.3581445,2023,codemixing user conversational agent interaction unveils user future conversational agent capable conversational agent user experience multilingual user
embodied conversational agent appearance health assessment older adult explorative study,https://humanfactors.jmir.org/2020/3/e19987,2020,background embodied conversational agent ecas great potential health apps rarely investigated part apps promote uptake health apps
user experience conversational agent systematic review assessment method,https://www.tandfonline.com/doi/abs/10.1080/0144929X.2021.2001047,2022,‘ user experience ’ result ‘ chatbot ’ consulted synonym literature used additional keywords conversational assistant agent expand
toward design archetype conversational agent personality,https://ieeexplore.ieee.org/abstract/document/9283254/,2020,paper following definition important consider conversational agent chatbot social conversational agent social chatbot socialbot conversational agent
design evaluation conversational agent facilitating idea generation organizational innovation process,https://link.springer.com/article/10.1007/s10796-022-10265-6,2022,design science research project develop design conversational agent ca based artificial intelligence facilitate contributor generating elaborate idea idea
conversational ai explication fewshot learning problem transformersbased chatbot system,https://ieeexplore.ieee.org/abstract/document/10153715/,2023,section review existing study related chatbot system respond user ’ query relevant answer conversational manner study focused
choicemates supporting unfamiliar online decisionmaking multiagent conversational interaction,https://arxiv.org/abs/2310.01331,2023,many existing multiagent system primarily aim automate however limited exploration multiagent interface present choicemates multiagent conversational
universal skepticism chatgpt review early literature chat generative pretrained transformer,https://www.frontiersin.org/articles/10.3389/fdata.2023.1224976/full,2023,provides insight early research chatgpt informing future investigation practical application chatbot technology well development usage generative ai
jais jaischat arabiccentric foundation instructiontuned open generative large language model,https://arxiv.org/abs/2308.16149,2023,chat new stateoftheart arabiccentric foundation instructiontuned open generative instructiontuned jaischat variant— aim promoting research arabic llm
emotion based music playlist recommendation system using interactive chatbot,https://ieeexplore.ieee.org/abstract/document/9489138/,2021,emotionbased recommendation system permit user listen music based user ’ current emotion analyzed help chatbot chatbot identifies user ’
emotion recognition human conversation using machine learning technique,https://link.springer.com/chapter/10.1007/978-981-15-9516-5_10,2021,using chatbot analyze emotion chat text term personal behavior heshe giving response end person based feeling heshe
conversational error analysis humanagent interaction,https://dl.acm.org/doi/abs/10.1145/3383652.3423901,2020,conversational error humanagent interaction study impact conversational error perception agent also release agent conversational error ace
effect ai chatbot emotional disclosure user satisfaction reuse intention mental health counseling serial mediation model,https://link.springer.com/article/10.1007/s12144-022-03932-z,2023,chatbot emotional disclosure user satisfaction reuse intention chatbot counseling service also examined independent sequential mediation role user emotional
whose voice examining ai agent representation people social interaction generative speech,https://dl.acm.org/doi/abs/10.1145/3643834.3661555,2024,possible benefts threat adopting generative speech social interaction showed several demo ai agent powered generative audio used engage
multiple agent design conversational intelligent tutoring system,https://link.springer.com/article/10.1007/s10758-019-09431-8,2020,article describes design use multiple conversational agent within framework intelligent tutoring system agent case computerized talking head
chat generative pretrained transformer chatgpt potential implication rheumatology practice,https://link.springer.com/article/10.1007/s00296-023-05340-3,2023,chat generative pretrained transformer chatgpt artificial intelligence ai tool developed open ai based natural language processing model nlp ability
towards designing chatgpt conversational companion elderly people,https://dl.acm.org/doi/abs/10.1145/3594806.3596572,2023,chatbot help elderly cope loneliness prevent mental decline author also proposed combining chatbot create conversational ai chatbot elderly
furchat embodied conversational agent using llm combining open closeddomain dialogue facial expression,https://arxiv.org/abs/2308.15214,2023,demonstrate embodied conversational agent function receptionist generate mixture open closeddomain dialogue along facial expression u
conversational chatbot builder–smarter virtual assistance domain specific ai,https://ieeexplore.ieee.org/abstract/document/10170114/,2023,implement chatbot satisfied performance chatbot implement conversational platform ideally messaging service telegram
chatbot gdpr compliant open issue agent design,https://dl.acm.org/doi/abs/10.1145/3405755.3406131,2020,conversational agent open world new opportunity human interaction aim defining relevant open issue conversational agent design hope work
chat generative pretrained transformer fails multiplechoice american college gastroenterology selfassessment test,https://journals.lww.com/ajg/fulltext/2023/12000/chat_generative_pretrained_transformer_fails_the.32.aspx,2023,method chatgpt chatgpt used answer american college gastroenterology selfassessment test exact question inputted
understanding automated conversational agent decision aid matching agent conversation customer shopping task,https://www.emerald.com/insight/content/doi/10.1108/intr-11-2019-0447/full/html,2021,automated conversational agent first conversational agent ca eliza textbased agent developed joseph weizenbaum computer program “ make natural
user perception experience aidriven conversational agent mental health support,https://pmc.ncbi.nlm.nih.gov/articles/PMC11304096/,2024,commercially available mobile conversational agent leverage ai offer personalized identify potential barrier effectiveness aibased chatbot intervention
arguebot conversational agent adaptive argumentation feedback,https://link.springer.com/chapter/10.1007/978-3-030-86797-3_18,2021,paper aimed investigate conversational agent based novel modelling evaluate student perceive conversational agent provides adaptive
emotional support ai chatbots supportive partner selfdisclose,https://academic.oup.com/jcmc/article-abstract/26/4/207/6278042,2021,study compared emotional support chatbot compared human provided support interested examining approach could best effectively
emerging research policy theme academic integrity age chat gpt generative ai,https://myjms.mohe.gov.my/index.php/AJUE/article/view/24697/13678,2023,increasingly concerned impact generative ai chat gpt cheating study may used university updating research agenda generative ai
conversational agent support hospital bed allocation,https://link.springer.com/chapter/10.1007/978-3-030-91702-9_1,2021,example chatbot detected error chatbot described paper fact address suggestion made professional increase usefulness chatbot
generative ai gai medical education chatgpt co,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10407583/,2023,emergence generative ai tool game changer expert compare sophisticated machine today generative ai tool need year
robogen towards unleashing infinite data automated robot learning via generative simulation,https://arxiv.org/abs/2311.01455,2023,generative robotic agent automatically learns diverse robotic skill scale via generative robogen leverage latest advancement foundation generative model
introducing raffi personality adaptive conversational agent,https://www.researchgate.net/profile/Dominik-Siemon/publication/341568162_Introducing_Raffi_A_Personality_Adaptive_Conversational_Agent/links/60792961881fa114b406e148/Introducing-Raffi-A-Personality-Adaptive-Conversational-Agent.pdf,2020,customer increasingly interacting intelligent technology conversational agent ca majority ca process natural language react human way
alexa feel youobservers empathetic reaction towards conversational agent,https://www.frontiersin.org/articles/10.3389/fcomp.2021.682982/full,2021,conversational agent smart speaker grown popularity offering variety describes potential technology trigger emotional reaction user paper asks
conversational health agent personalized llmpowered agent framework,https://arxiv.org/abs/2310.02374,2023,conversational aspect chas offering limited agent capability basic textbased chat primary contribution introduction conversational agent framework
interface agent supported conversational search,https://dl.acm.org/doi/abs/10.1145/3343413.3377942,2020,process conversational agent allows user learn topic interest detail multiple conversational step work date conversational search focused
grin generative relation intention network multiagent trajectory prediction,https://proceedings.neurips.cc/paper/2021/hash/e3670ce0c315396e4836d7024abcf3dd-Abstract.html,2021,address problem propose conditional deep generative agent interagent latent code represent social relation intraagent latent code represent agent
emotion contagion agentbased simulation crowd systematic review,https://link.springer.com/article/10.1007/s10458-022-09589-z,2023,agentbased method implement emotion contagion propose agentbased model include process emotion mechanism emotion contagion analyse
“ hey assistant become donor ” case conversational agent designed engage people blood donation,https://www.sciencedirect.com/science/article/pii/S1532046420300897,2020,aimed interactive conversational agent explain health domain conversational agent create assessment conversational agent aimed engaging
customer emotion affect agent speed empirical study emotional load online customer contact center,https://pubsonline.informs.org/doi/abs/10.1287/msom.2020.0897,2021,negative customer emotion increase agent rt considering reverse effect agent rt customer emotion show agent double rt customer emotion
aibased conversational agent scoping review technology future direction,https://ieeexplore.ieee.org/abstract/document/9864589/,2022,conversational agent excellent example major component conversational agent architecture making easier conversational agent understand
conversational ai multiagent communication natural language research direction interaction lab,https://journals.sagepub.com/doi/abs/10.3233/AIC-220147,2022,humanagent communication using conversational natural conversational ai general computational agent must coordinate human solve task using conversational
generative artificial intelligence gai chat gpt accounting–a business case,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=4385651,2023,chat gpt public tool developed open gai underlying technology generative pretrained transformer gpt generative use generative model create art
towards designing aibased conversational agent onthejob training customer support novice,https://www.alexandria.unisg.ch/bitstreams/c62f6392-f303-4dd5-a971-192d188ac06b/download,2023,conversational coagent agent reduce job demand service center agent novice augment problemsolving capability considering cognitive load coagent
userspecific determinant conversational agent usage review potential future research,https://link.springer.com/chapter/10.1007/978-3-030-86797-3_8,2021,statement “ quite sure conversational agent provide proper data security ” “ find many conversational agent intrusive ” together
gaze awareness metacognitive suggestion pedagogical conversational agent experimental investigation intervention support collaborative …,https://link.springer.com/article/10.1007/s11412-020-09333-3,2020,conversational agent pca—are able enhance learning process learning gain eighty participant organized dyad enrolled × betweensubject study
low bandwidth videochat compression using deep generative model,http://openaccess.thecvf.com/content/CVPR2021W/MAI/html/Oquab_Low_Bandwidth_Video-Chat_Compression_Using_Deep_Generative_Models_CVPRW_2021_paper.html,2021,unlock video chat hundred million people hindered poor connectivity unaffordable data cost propose authentically reconstruct face receiver device
diabetes coach mobile app–based interactive conversational agent support type diabetes selfmanagement randomized effectivenessimplementation trial,https://www.jmir.org/2020/11/e20322/,2020,conversational agent laura series module covering blood glucose monitoring healthy eating physical activity medication taking foot care conversational
patient interaction automated conversational agent delivering pretest genetics education descriptive study,https://www.jmir.org/2021/11/e29447/,2021,conversational agent pretest genetics education method conducted feasibility study user interaction conversational agent conversational agent provided
generative agent interactive simulacrum human behavior,https://dl.acm.org/doi/abs/10.1145/3586183.3606763,2023,memory stream infuence agent ’ future behavior generative agent sufcient simply tell one agent section introduce generative agent
diagnostic accuracy differentialdiagnosis list generated generative pretrained transformer chatbot clinical vignette common chief complaint pilot …,https://www.mdpi.com/1660-4601/20/4/3378,2023,diagnostic accuracy differential diagnosis generated artificial intelligence ai chatbots including generative pretrained transformer gpt chatbot chatgpt
development assessment scale measurement usability user experience characteristic bing chat conversational ai,https://www.mdpi.com/1999-5903/16/1/4,2023,reported ever used textbased visual generative ai system chatgpt dalle bard bing chat bard introduced use chatbots conversational agent
caers conversational agent intervention moocs learning process,https://link.springer.com/chapter/10.1007/978-3-030-90677-1_36,2022,reference used basis paper recommending educational content conversational agent given work explored forum chat post
conversational agent querying italian patient information leaflet improving health literacy,https://www.sciencedirect.com/science/article/pii/S0010482521007988,2022,face issue paper proposes conversational agent valuable solution simplify health information retrieval improve health literacy italian codifying pils
minimaxoptimal multiagent rl markov game generative model,https://proceedings.neurips.cc/paper_files/paper/2022/hash/62b4fea131cfd5b7504eae356b75bbd8-Abstract-Conference.html,2022,paper study multiagent reinforcement learning markov game goal learning nash equilibrium coarse correlated equilibrium cce sampleoptimally prior result
migratable ai effect identity information migration user perception conversational ai agent,https://ieeexplore.ieee.org/abstract/document/9223436/,2020,personal conversational agent could migrate across property conversational ai agent migrates across form ’ information andor agent ’ identity preserved
difference investigating selfreport wellbeing via conversational agent web app,https://ieeexplore.ieee.org/abstract/document/9740539/,2022,adopting speech mode interaction speechenabled conversational agent ca ca web app selfreport emotional wellbeing analysis user ’ experience
expanding role chatgpt chatgenerative pretrained transformer neurosurgery systematic review literature conceptual framework,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10500385/,2023,objective study explore use chatgpt chatgenerative pretrained transformer neurosurgery potential impact field author aim discus
knowledgegrounded chatbot based dual wasserstein generative adversarial network effective attention mechanism,https://www.mdpi.com/2076-3417/10/9/3335,2020,section review previous work generative chatbot model describe proposed knowledgegrounded chatbot model section section explain
development conversational artificial intelligence pandemic healthcare query support,https://researchlakejournals.com/index.php/AAIML/article/view/35,2020,general health information conversational agent akira personality ensure design conversational agent us supervised learningbased algorithm
applicability chat generative pretrained transformer chatgpt highereducation curriculum perspective faculty member phenomenological …,https://www.researchgate.net/profile/Erfan-Aslanyan-Rad/publication/383092674_Applicability_of_Chat_Generative_Pre-Trained_Transformer_ChatGPT_in_Higher-Education_Curriculum_from_the_Perspective_of_Faculty_Members_A_Phenomenological_Study/links/66bc4f0351aa0775f280d8e8/Applicability-of-Chat-Generative-Pre-Trained-Transformer-ChatGPT-in-Higher-Education-Curriculum-from-the-Perspective-of-Faculty-Members-A-Phenomenological-Study.pdf,2024,current research conducted aim applicability chat generative pretrained transformer chatgpt higher education curriculum perspective faculty
effectiveness conversational chatbot dejal bot adult population quit smoking pragmatic multicenter controlled randomized clinical trial primary …,https://mhealth.jmir.org/2022/6/e34273/,2022,background tobacco addiction leading cause preventable morbidity mortality worldwide cessation attempt supervised health professional
conversational artificial intelligence healthcare,https://link.springer.com/chapter/10.1007/978-981-16-7996-4_32,2022,conversational ai making significant impact conversational ai paper intends present architecture adopted deploy successful conversational ai agent
cold comfort mattershow channelwise emotional strategy help customer service chatbot,https://dl.acm.org/doi/abs/10.1145/3334480.3382905,2020,paper aimed design emotional strategy multichannel customer service chatbot first collected conversation turn real smartphone service chatbot
perception chat generative pretrained transformer chatgpt ai tool amongst msk clinician,https://www.sciencedirect.com/science/article/pii/S0976566223001613,2023,background chat generative pretrained transformer chatgpt open access artificial intelligence ai tool limelight ability respond prompt analyse
doesnt conversational agent understand language analysis child speech,https://dl.acm.org/doi/abs/10.1145/3410530.3414401,2020,conversational agent paper tested whether conversational agent designed developed conversational agent help child practice joketelling
continual multiagent interaction behavior prediction conditional generative memory,https://ieeexplore.ieee.org/abstract/document/9512468/,2021,multiagent trajectory prediction application motivated generative replay method continual learning literature propose multiagent interaction behavior prediction
chat generative pretrained transformer–written obstetrics gynecology abstract fool practitioner,https://www.ajogmfm.org/article/S2589-9333(23)00135-0/abstract,2023,objective chat generative pretrained transformer chatgpt recently introduced artificial intelligence ai language model generates coherent text output often
evaluating performance various deep reinforcement learning algorithm conversational chatbot,https://ieeexplore.ieee.org/abstract/document/9456321/,2021,conversational agent proposed paper proposed chatbot model implement deep reinforcement learning technique help conversational agent learn
conversational agent voting advice application comparison structured semistructured nonstructured chatbot design communicating …,https://link.springer.com/chapter/10.1007/978-3-030-94890-0_10,2021,chatbots conversational agent helpful tool may provide assistance chatbot hereafter referred cavaa abbreviation conversational agent
conversational agent supporting learner mooc programming java,https://doiserbia.nb.rs/Article.aspx?ID=1820-02142100020C,2021,one important problem moocs lack personalized support teacher conversational agent arise one possible solution assist mooc learner help
talk design implication questionnairedriven selfreport health wellbeing via conversational agent,https://dl.acm.org/doi/abs/10.1145/3469595.3469600,2021,suggest potential voice enabled conversational agent ca technology enable turn accurate honest insightful disclosure emotional experience
visualizing disembodied agent young efl learner perception voicecontrolled conversational agent language partner,https://www.tandfonline.com/doi/abs/10.1080/09588221.2022.2067182,2024,artificial agent voicecontrolled conversational agent vcas built smart device becoming prevalent daily educational context enhancing
“ rosita read family ” developing bilingual conversational agent support parentchild shared reading,https://dl.acm.org/doi/abs/10.1145/3585088.3589354,2023,bilingual conversational agent accompanying ebook implementation conversational agent encourage way conversational agent stimulated
trisec framework optimizing conversational agent design across search experience credence service context,https://www.emerald.com/insight/content/doi/10.1108/JOSM-10-2021-0402/full/html,2022,purpose service provider increasingly use conversational agent ca chatbots effectively communicate customer managing interaction cost providing
role artificial intelligence based chat generative pretrained transformer chatgpt cyber security,https://ieeexplore.ieee.org/abstract/document/10141395/,2023,role artificial intelligence ai cyber security evolving day day chief information security officer ciso perform role assist team performing
blenderbot deployed conversational agent continually learns responsibly engage,https://arxiv.org/abs/2208.03188,2022,present blenderbot b parameter dialogue model capable opendomain conversation access internet longterm memory trained
conversational ai chatbots,https://ieeexplore.ieee.org/abstract/document/9498508/,2021,author paper developed conversational agent called ‘ easelective ’ help student making decision choosing elective academic
analyzing molics applicability model interaction conversational agent case study ana chatbot,https://dl.acm.org/doi/abs/10.1145/3472301.3484367,2021,would able model conversational agent sense conversational agent case study chatbot ana aim adapt molic model conversational agent
designing realistic peerlike embodied conversational agent supporting childrens storytelling,https://arxiv.org/abs/2304.09399,2023,coconstructing story peerlike conversational agent furthermore lipsync full help child understand importance emotion storytelling help learn
llm conversational agent memory enhanced architecture finetuning large language model,https://arxiv.org/abs/2401.02777,2024,• experiment conducted inhouse dataset demonstrate raise ’ superiority conversational agent experiment concentrated real estate sale
ptsdialogue designing conversational agent support individual posttraumatic stress disorder,https://dl.acm.org/doi/abs/10.1145/3460418.3479332,2021,living chatbot hype influence anthropomorphic design cue communicative agency framing conversational agent company perception computer
toward conversational agent support selfmanagement adult young adult sickle cell disease usability usefulness study,https://www.frontiersin.org/articles/10.3389/fdgth.2021.600333/full,2021,small convenience sample adult young adult scd recruited examine usability usefulness trevor conversational agent designed support
interactivity online chat conversational cue visual cue service recovery process,https://www.sciencedirect.com/science/article/pii/S0268401221000530,2021,study argues since conversational cue significant determinant chat agent ’ competence increase use conversational cue online interaction
emily developing emotionaffective opendomain chatbot knowledge graphbased persona,https://arxiv.org/abs/2109.08875,2021,veloping emily emotionaffective opendomain chatbot emily perceive user ’ negative emotion state offer support positively converting user ’ emotion state
embodied conversational agent look human old feel effect perceived agent anthropomorphism consumeragent age difference …,https://www.tandfonline.com/doi/abs/10.1080/13527266.2023.2199026,2024,one digital conversation tool chatbot chatbot online virtual conversational agent computer particular type chatbot embodied conversational
natural language processing based human assistive health conversational agent multiusers,https://ieeexplore.ieee.org/abstract/document/9532913/,2021,study developed conversational agent provides realtime health suggestion enduser afford access medical care right time
promotion preconception care among adolescent young adult conversational agent,https://www.sciencedirect.com/science/article/pii/S1054139X19304495,2020,overall aya cohort study found interacting conversational agent topic related pcc acceptable many using system frequently
clembench using game play evaluate chatoptimized language model conversational agent,https://arxiv.org/abs/2305.13455,2023,recent work proposed methodology systematic evaluation situated language understanding agentsagents operate rich linguistic nonlinguistic context
artificial intelligencebased conversational agent support medication prescribing,https://academic.oup.com/jamiaopen/article-abstract/3/2/225/5827852,2020,objective article describe architecture conversational agent wa describe initial experience system use detailing type query entered
ticktalkturk conversational crowdsourcing made easy,https://dl.acm.org/doi/abs/10.1145/3406865.3418572,2020,conversational interface named ticktalkturk first introduce logic workflow conversational agent highlight utility conversational interface demo
hype chatgpt academic view chatbased conversational learning strategy open distance elearning institution,https://search.informit.org/doi/abs/10.3316/informit.378033000103803,2023,although powerful chatbot chatgpt free easily chatbot continues make wave worldwide regarding ai model chatbot generate conversational response
agent united open platform multiagent conversational system,https://dl.acm.org/doi/abs/10.1145/3472306.3478352,2021,engine us topic tree one conversational agent embody taxonomy conversational topic use case agent expert one coaching domain
exploring potential limitation chat generative pretrained transformer chatgpt generating boardstyle dermatology question qualitative analysis,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10450251/,2023,article investigates limitation chat generative pretrained transformer chatgpt language model developed openai study tool dermatology study
generative attention network multiagent behavioral modeling,https://ojs.aaai.org/index.php/AAAI/article/view/6209,2020,multiagent system central step artificial intelligence present deep generative model capture behavior generating process multiagent system support
evaluation performance generative ai large language model chatgpt google bard microsoft bing chat supporting evidencebased dentistry …,https://www.jmir.org/2023/1/e51580/,2023,generative ai genai introduced launch chatgpt openai inc generative generating coherent humanlike conversational response based context
usability acceptance embodied conversational agent anne people dementia caregiver exploratory study home environment setting,https://mhealth.jmir.org/2021/6/e25891,2021,conversational agent ecas personal virtual assistant seen screenbased entity designed stimulate human facetoface conversational conversational agent system
assessing acceptance feasibility conversational agent support individual living posttraumatic stress disorder,https://journals.sagepub.com/doi/abs/10.1177/20552076241286133,2024,address treatment gap collaborated clinical expert develop ptsdialogue—a conversational agent ca aim support effective selfmanagement ptsd
emergence social norm generative agent society principle architecture,https://www.ijcai.org/proceedings/2024/0874.pdf,2024,work consider generative agent norm entrepreneur agent initially norm higher score indicating agent belief standard behavior
improving provision preanesthetic information use digital conversational agent “ myanesth ” prospective observational trial,https://www.jmir.org/2020/12/e20455/,2020,conclusion implementation digital conversational agent addition pac digital conversational agent pac order maximize benefit patient
designing conversational agent sexual assault survivor defining burden selfdisclosure envisioning survivorcentered solution,https://dl.acm.org/doi/abs/10.1145/3411764.3445133,2021,want give emotional support beyond information way ” also p said “ think emotional support real human could mitigate inherent coldness
engagement usability conversational search–a study medical resource center chatbot,https://link.springer.com/chapter/10.1007/978-3-030-71292-1_26,2021,compare conversational search user interface chatbot investigation chatbot websitebased chatbot considered experimental tool draw
building trust generative ai chatbots exploring explainability privacy user acceptance,https://www.researchgate.net/profile/Muhammad-Ashraf-Faheem/publication/386330933_Building_Trust_with_Generative_AI_Chatbots_Exploring_Explainability_Privacy_and_User_Acceptance/links/674d7838a7fbc259f1a5c5b9/Building-Trust-with-Generative-AI-Chatbots-Exploring-Explainability-Privacy-and-User-Acceptance.pdf,2024,user accepts generative ai chatbot develops certain level effective management risk increase generative ai chatbot acceptance trust among
systematic review healthcare artificial intelligent conversational agent chronic condition,https://www.mdpi.com/1424-8220/22/7/2625,2022,seven embodied conversational agent eca virtual agent appeared computer one conversational agent robot another relational agent explicitly
design feature embodied conversational agent ehealth literature review,https://www.sciencedirect.com/science/article/pii/S1071581920300148,2020,showed larger behaviour change user interacting nonemotional agent emotional agent showed larger behaviour change user interacting emotional agent
multiagent large language model conversational tasksolving,https://arxiv.org/abs/2410.22932,2024,explain problem drift multiagent llm conversational phenomenon harm performance basic task like translation discussion overextend length
paradox generative aienabled customer service guide manager,https://www.sciencedirect.com/science/article/pii/S0007681324000582,2024,engaging customer relatively simple conversational chatbot predecessor include example engaging conversation customer
survey published literature conversational artificial intelligence,https://ieeexplore.ieee.org/abstract/document/9417135/?casa_token=PeEvIumTc9wAAAAA:hiXUGP-2O1L07CYQrQ6vnX4hhWE1P1xCKYEvrMWCMGjmsnFpOnCliF0xm2csOrEtuGMJxxQYb2szeg,2021,“ chatbot ” “ chatterbot ” chat bot “ conversational ai ” conversation bot represents concept conversational behave conversational partner chatbot system typically require
toxicbot conversational agent fight online hate speech,https://link.springer.com/chapter/10.1007/978-981-15-8395-7_2,2021,paper first design implementation chatbot potential future application agent like range introduce architecture conversational agent
acceptability embodied conversational agent type diabetes selfmanagement education support via smartphone app mixed method study,https://mhealth.jmir.org/2020/7/e17038/,2020,eca animated conversational humanlike character agent textonly display ecas may perceived provide additional motivational emotional support
agent v avatar comparing embodied conversational agent concerning characteristic uncanny valley,https://ieeexplore.ieee.org/abstract/document/9209539/?casa_token=JWqUazhQv-4AAAAA:AEtdBYMf6_-zdI2KDUeHXwqDZXMU8vUiJS1mOwwp22eIHTlrqIba7UbOc_gdQQN1GHJ0rYD2NzFrYw,2020,visual appearance important aspect influencing perception consequent acceptance embodied conversational agent eca end uncanny valley theory
incorporating emotion response generation multiturn dialogue,https://link.springer.com/article/10.1007/s10489-021-02819-z,2022,emotion capture chat machine eccm able capture explicit underlying emotional capture semantic signal emotional signal respectively
prompto investigating receptivity prompt based cognitive load memory training conversational agent,https://dl.acm.org/doi/abs/10.1145/3432190,2020,developed prompto conversational agent guide could create efective conversational memory tutor prompto conversational agent prompt
convo conversational programming need,https://ieeexplore.ieee.org/abstract/document/9127277/?casa_token=3ErV6F2elKsAAAAA:4HqSLVg_Uj16reX2l7w1F0aKzjvzNtVy_k-MfzS2a6JRz0mT7SrsLSEMID6AFY0U1hY2xvgPp7Yzpg,2020,convo voicebased system allowing user develop computer program conversing natural language conversational agent user study system
intent classification management conversational assistant,https://ieeexplore.ieee.org/abstract/document/9334685/?casa_token=vklvxw0-RSkAAAAA:niTfMLyAAqcoHwSrw6hVxrhXxAePx0Vy3puYRqk-qr1kD86D34Q2nfUyLBorAMH3aVh0k7FAe__gBg,2020,work focus detecting intent chat message enable conversational agent participate group chat assistant team management purpose
multiagent reinforcement learning multistep generative model,https://proceedings.mlr.press/v100/krupnik20a.html,2020,step generative model extended agent domain one agent generative model need agent optimized separately agent may
moca motivational online conversational agent improving student engagement collaborative learning,https://ieeexplore.ieee.org/abstract/document/9625781/,2021,design implement conversational agent called motivational online conversational agent moca study used conversational agent incorporated mi improve student
evaluation user experience testing retrievalbased model deep learning conversational agent,https://www.researchgate.net/profile/Pui-Leong/publication/351284703_The_Evaluation_of_User_Experience_Testing_for_Retrieval-based_Model_and_Deep_Learning_Conversational_Agent/links/608fff9892851c490fb37ed8/The-Evaluation-of-User-Experience-Testing-for-Retrieval-based-Model-and-Deep-Learning-Conversational-Agent.pdf,2021,conversational agent study developed using nevertheless successfulness conversational agent usage conversational agent term usability
grow ai buddy designing llmsbased conversational agent measurement cultivation childrens mental resilience,https://dl.acm.org/doi/abs/10.1145/3628516.3659399,2024,regarding chat text content conversational agent subject suggested ’ content long get bit tiring could made simpler
talktive conversational agent using backchannels engage older adult neurocognitive disorder screening,https://dl.acm.org/doi/abs/10.1145/3491102.3502005,2022,therefore potential solution integrate speech analytics conversational agent ca older adult easily access web application collect conversational
artificial intelligencebased conversational agent chronic condition systematic literature review,https://www.jmir.org/2020/9/e20701/,2020,extract stable finding structure outlining conversational agent characteristic underlying ai architecture health care application additionally outline gap
guapp conversational agent job recommendation italian public administration,https://ieeexplore.ieee.org/abstract/document/9122756/,2020,recommender system conversational agent recommender work conversational agent ca ca good performance chitchat dialog modular
experience speechenabled conversational agent selfreport wellbeing among people living affective disorder inthewild study,https://dl.acm.org/doi/abs/10.1145/3484508,2022,study advertised nonclinical study providing user opportunity interact conversational agent via google nest device selfreport mental health
conversational agent trustworthy autonomous system trustcadagstuhl seminar,https://drops.dagstuhl.de/entities/document/10.4230/DagRep.11.8.76,2022,roadmap future conversational agent research three conversational agent build people ’ trust optimise human conversational agent
virtual intimacy humanembodied conversational agent interaction influence multimodality perception,https://link.springer.com/article/10.1007/s12193-020-00337-9,2021,interacting embodied conversational agent eca professional context agent human tourist interrogated observer perception agent ’ level
adherence engagement cognitive behavioral therapy–based conversational agent wysa chronic pain among adult chronic pain survival …,https://formative.jmir.org/2022/5/e37302,2022,us aibased digital conversational agent act supportive companion user also includes human “ coach ” master ’ degree counseling support
repurposing casebased learning conversational agent healthcare cybersecurity,https://ebooks.iospress.nl/doi/10.3233/SHTI210348,2021,table depicts overview conversational agent adapting framework repurpose cbl conversational agent novel conversational agent cybersecurity training
conversational agent lower sexual violence victim burden selfdisclosure,https://dl.acm.org/doi/abs/10.1145/3334480.3383050,2020,conversational agent ca gained much attention researcher practitioner hoping might able give victim information followup action emotional
conversational aia retrieval based chatbot,https://www.academia.edu/download/77404046/LnTd.pdf,2020,chatbot system want chatbot truly conversational consider ’ dataset crucial element build conversational system moderate intelligence
computationally intelligent agent detecting fake news using generative adversarial network,https://www.sciencedirect.com/science/article/pii/B9780128186992000044,2020,start discussing gans let u first understand generative model generative modeling technique used describe phenomenon data effectively allowing
utilizing artificial intelligence chat generative pretrained transformer answer question clinical scenario neuroanesthesiology,https://journals.lww.com/jnsa/fulltext/2024/10000/utilizing_artificial_intelligence_and_chat.12.aspx,2024,tested ability chat generative pretrained transformer chatgpt artificial intelligence chatbot answer question relevant scenario covered clinical guideline
assessing feasibility textbased conversational agent asthma support protocol mixed method observational study,https://www.researchprotocols.org/2023/1/e42965/,2023,link access conversational agent whatsapp developed prototype conversational agent impact conversational agent asthma outcome
designing conversational agent formative course evaluation tool,https://kobra.uni-kassel.de/bitstream/handle/123456789/11893/WambsganssWinklerSchmidSoellnerConversationalAgent.pdf?sequence=1,2020,drawing social response theory propose conversational agent formative course evaluation tool able address mentioned problem interactively engaging
supporting eating behaviour communitydwelling older adult codesign embodied conversational agent,https://www.tandfonline.com/doi/abs/10.1080/24735132.2021.1885592,2021,order support communitydwelling older adult healthy eating behaviour embodied conversational agent ecas may effective engaging medium however
contrast agent dose reduction computed tomography deep learning using conditional generative adversarial network,https://link.springer.com/article/10.1007/s00330-021-07714-2,2021,present study trained generative adversarial network enhance icminduced image contrast selectively validated result using dualenergy ct
lost conversation conversational agent based transformer transfer learning,https://link.springer.com/chapter/10.1007/978-3-030-29135-8_12,2020,decoder architecture dialogue conversational model recently come conversational model achieve interesting result generative approach
home alexa tale two conversational agent,https://link.springer.com/chapter/10.1007/978-3-030-58323-1_53,2020,conversational agent engage child collaborative storytelling develop language literacy skill paper deployed conversational storytelling agent
